time,open,high,low,close,volume,date,ma9,ma18,ma27,ma36,ma45,ema,cci,rsi,mfi,macd,macdsignal,macdhist,tenkansen,kijunsen,senkou_a,senkou_a_f,senkou_b,senkou_b_f,chikouspan
1662480000000.0,19818.37,19855.0,19761.23,19780.25,3435.67746,2022-09-06 16:00:00,,,,,,,,,,,,,,,,,,,18910.98
1662480900000.0,19781.09,19783.45,19677.31,19735.27,4879.62701,2022-09-06 16:15:00,,,,,,,,,,,,,,,,,,,18909.14
1662481800000.0,19735.27,19778.0,19718.42,19773.64,3138.54221,2022-09-06 16:30:00,,,,,,,,,,,,,,,,,,,18870.07
1662482700000.0,19774.41,19794.52,19745.52,19747.25,2586.40374,2022-09-06 16:45:00,,,,,,,,,,,,,,,,,,,18884.23
1662483600000.0,19747.25,19756.33,19105.0,19175.76,13791.32545,2022-09-06 17:00:00,,,,,,,,,,,,,,,,,,,18857.0
1662484500000.0,19175.82,19273.46,19010.0,19073.0,9376.95791,2022-09-06 17:15:00,,,,,,,,,,,,,,,,,,,18790.61
1662485400000.0,19073.0,19189.71,19038.82,19113.98,5574.55186,2022-09-06 17:30:00,,,,,,,,,,,,,,,,,,,18844.57
1662486300000.0,19115.34,19130.59,18900.0,19102.32,7875.84329,2022-09-06 17:45:00,,,,,,,,,,,,,,,,,,,18744.27
1662487200000.0,19102.3,19135.48,19045.0,19098.47,4435.57192,2022-09-06 18:00:00,19399.993333333332,,,,,,,,,,,,19377.5,,,,,,18745.34
1662488100000.0,19098.47,19125.94,18980.0,19005.07,4808.078,2022-09-06 18:15:00,19313.862222222222,,,,,,,,,,,,19347.260000000002,,,,,,18833.11
1662489000000.0,19003.89,19065.89,18945.05,18986.94,5092.72371,2022-09-06 18:30:00,19230.714444444442,,,,,,,,,,,,19347.260000000002,,,,,,18840.86
1662489900000.0,18988.15,19003.86,18950.0,18958.66,4280.62512,2022-09-06 18:45:00,19140.16111111111,,,,,,,,,,,,19347.260000000002,,,,,,18829.54
1662490800000.0,18958.66,19019.61,18915.53,18968.72,4486.30582,2022-09-06 19:00:00,19053.65777777778,,,,,,,,,,,,19328.165,,,,,,18788.37
1662491700000.0,18968.72,19011.67,18913.27,18917.25,4165.35835,2022-09-06 19:15:00,19024.934444444443,,,,,,,,,,,,19086.73,,,,,,18787.65
1662492600000.0,18915.85,18919.63,18733.97,18856.45,6079.57651,2022-09-06 19:30:00,19000.873333333337,,,,,,,8.108867969019238,12.805247814995827,,,,18961.84,,,,,,18744.67
1662493500000.0,18857.92,18887.0,18813.0,18824.41,3840.05709,2022-09-06 19:45:00,18968.698888888888,,,,,,,7.862814575494724,17.764220270532235,,,,18934.725,,,,,,18638.36
1662494400000.0,18823.48,18908.83,18649.51,18784.03,6814.99633,2022-09-06 20:00:00,18933.333333333332,,,,,,,7.551801817335445,13.117848522266645,,,,18892.495,,,,,,18666.25
1662495300000.0,18782.58,18883.47,18770.9,18855.9,3347.08855,2022-09-06 20:15:00,18906.38111111111,19153.187222222223,,,,,,14.066979461523102,13.766429361727797,,,,18887.725,,,,,,18611.13
1662496200000.0,18854.18,18957.14,18838.21,18948.12,3290.67137,2022-09-06 20:30:00,18900.053333333333,19106.957777777778,,,,,,21.69288131237645,20.250707063656073,,,,18857.699999999997,,,,,,18653.39
1662497100000.0,18948.12,19011.22,18918.0,18982.41,4302.39574,2022-09-06 20:45:00,18899.550000000003,19065.13222222222,,,,,-43.039717041127766,24.3800478499326,28.071283897021782,,,,18834.559999999998,,,,,,18702.27
1662498000000.0,18983.59,19040.6,18958.57,18987.17,2835.65092,2022-09-06 21:00:00,18902.717777777772,19021.439444444444,,,,,-32.530196196723836,24.765998388585952,33.590916728806924,,,,18845.055,,,,,,18703.05
1662498900000.0,18987.17,19002.24,18963.11,18987.77,1067.03243,2022-09-06 21:15:00,18904.83444444444,18979.24611111111,,,,,-30.275720660480328,24.818086379899114,37.50247470624505,,,,18845.055,,,,,,18745.85
1662499800000.0,18986.81,19120.0,18968.5,18974.85,1523.69292,2022-09-06 21:30:00,18911.234444444446,18968.08444444444,,,,,-4.072318300286823,24.425920030544596,34.2130587934128,,,,18884.754999999997,,,,,,18702.49
1662500700000.0,18974.85,19004.88,18922.3,18978.6,1528.87057,2022-09-06 21:45:00,18924.806666666667,18962.84,,,,,-16.08414889422328,24.79735993440005,36.36132710163593,,,,18884.754999999997,,,,,,18697.76
1662501600000.0,18978.6,19000.0,18942.85,18961.17,2288.60843,2022-09-06 22:00:00,18940.002222222218,18954.350555555557,,,,,-2.521674510777207,24.20194896302798,38.41944286713359,,,,18884.754999999997,,,,,,18725.27
1662502500000.0,18962.29,18962.29,18926.5,18933.11,1973.74074,2022-09-06 22:15:00,18956.566666666666,18944.949999999997,,,,,-22.116727347564648,23.234731758507383,40.29290844709584,,,,18945.45,19252.254999999997,,19098.8525,,,18721.62
1662503400000.0,18933.11,18940.0,18880.62,18910.98,2323.85309,2022-09-06 22:30:00,18962.68666666667,18934.533888888887,19089.687037037034,,,,-45.25359097858438,22.47196263126605,42.226448647523085,,,,18979.105,19222.015,,19100.559999999998,,,18754.62
1662504300000.0,18911.89,18941.22,18898.37,18909.14,1882.97442,2022-09-06 22:45:00,18958.355555555558,18929.204444444444,19057.423703703702,,,,-32.95721861929429,22.40609943612056,48.84672436005888,,,,19000.309999999998,19222.015,,19111.1625,,,18769.19
1662505200000.0,18908.09,18920.0,18845.74,18870.07,2512.18578,2022-09-06 23:00:00,18945.873333333333,18922.711666666666,19025.379259259258,,,,-66.45368008930448,20.998739180478196,53.23311061968653,,,,18982.870000000003,19222.015,,19102.4425,,,18780.11
1662506100000.0,18871.0,18901.31,18833.86,18884.23,1818.91639,2022-09-06 23:15:00,18934.435555555552,18918.576666666664,18992.43814814815,,,,-64.65606174717237,22.889162087067618,45.884377167232,,,,18976.93,19202.92,,19089.925,,,18759.07
1662507000000.0,18882.62,18900.93,18826.0,18857.0,2200.64581,2022-09-06 23:30:00,18919.905555555553,18912.370000000003,18959.465925925924,,,,-71.20332732145378,21.808429109264825,52.257730637476726,,,,18973.0,18961.485,,18967.2425,,,18799.55
1662507900000.0,18856.11,18866.3,18782.13,18790.61,3317.0713,2022-09-06 23:45:00,18899.434444444443,18905.33444444444,18945.20111111111,,,,-115.03966261359017,19.402977620951038,42.17529487999484,,,,18893.505,18919.61,,18906.557500000003,,,18782.41
1662508800000.0,18790.61,18873.17,18733.0,18844.57,4303.41973,2022-09-07 00:00:00,18884.542222222222,18904.674444444445,18936.740740740737,,,,-97.26503595887242,26.49906624720314,43.866171461602455,,,,18866.5,18892.495,,18879.497499999998,,,18798.48
1662509700000.0,18845.69,18862.51,18656.19,18744.27,5559.75415,2022-09-07 00:15:00,18860.44222222222,18900.222222222223,18923.047777777778,,,,-143.74432979092194,22.52855021910106,30.06482427776,-123.34798372081787,-140.81395201284855,17.46596829203068,18809.239999999998,18892.495,,18850.8675,,,18792.95
1662510600000.0,18744.27,18808.62,18734.29,18745.34,2996.45944,2022-09-07 00:30:00,18839.57888888889,18898.07277777778,18909.826296296298,,,,-124.20124409863338,22.661681048775108,30.312465103861037,-123.0840143019741,-137.26796447067366,14.183950168699567,18798.705,18887.725,,18843.215,,,18775.16
1662511500000.0,18743.82,18851.52,18743.14,18833.11,2996.59152,2022-09-07 00:45:00,18830.92666666667,18896.806666666664,18899.998148148148,19024.996944444443,,,-75.62600123374432,32.854633696883106,36.78386184590456,-114.47293838348196,-132.70895925323532,18.23602086975336,18798.705,18884.754999999997,,18841.73,,,18757.28
1662512400000.0,18833.11,18848.28,18802.19,18840.86,2308.21059,2022-09-07 01:00:00,18823.34,18890.847777777777,18893.916296296295,18998.902777777774,,,-59.97476457747914,33.68573228503375,38.06193859955722,-105.80360040308733,-127.32788748320573,21.5242870801184,18788.095,18884.754999999997,,18836.425,,,18791.03
1662513300000.0,18840.86,18854.22,18795.73,18829.54,2410.10399,2022-09-07 01:15:00,18818.836666666666,18882.354999999996,18888.086666666662,18973.74361111111,,,-62.88066366673327,33.04239688677938,37.21138133238878,-98.70866494376605,-121.6040429753178,22.895378031551743,18778.75,18884.754999999997,,18831.7525,,,18800.43
1662514200000.0,18830.58,18861.22,18775.26,18788.37,3316.08614,2022-09-07 01:30:00,18808.185555555552,18871.310555555552,18881.77962962963,18946.374999999996,,,-72.9172937478415,30.74278873460366,36.27277087177488,-95.30928627970206,-116.34509163619465,21.035805356492588,18778.559999999998,18884.754999999997,,18831.657499999998,,,18806.34
1662515100000.0,18789.68,18835.51,18764.15,18787.65,2693.21855,2022-09-07 01:45:00,18800.48,18860.19277777778,18875.073333333334,18919.719444444447,,,-77.94935512725569,30.702545489620036,35.645034425351795,-91.61724560238872,-111.39952242943346,19.78227682704474,18764.68,18884.754999999997,,18824.7175,,,18791.19
1662516000000.0,18787.65,18828.53,18709.26,18744.67,3833.86512,2022-09-07 02:00:00,18795.375555555554,18847.405000000002,18868.68148148148,18907.744722222225,,,-102.77823323483645,28.319390782274134,34.38709141473026,-91.10915395375196,-107.34144873429716,16.232294780545203,18764.68,18884.754999999997,,18824.7175,,,18796.02
1662516900000.0,18745.94,18765.17,18510.77,18638.36,5412.10435,2022-09-07 02:15:00,18772.463333333333,18828.502777777776,18860.604074074075,18895.67138888889,,,-197.1794330912773,23.467258795286703,27.621502260171322,-98.15336529509295,-105.50383204645632,7.350466751363371,18686.64,18815.385000000002,,18751.0125,,,18804.98
1662517800000.0,18639.77,18702.06,18615.55,18666.25,3345.00697,2022-09-07 02:30:00,18763.794444444447,18812.118333333332,18854.746296296296,18883.234444444446,,,-165.14380312435773,27.000921997117842,34.2964211851763,-100.32893412041813,-104.46885246124869,4.139918340830562,18685.995000000003,18815.385000000002,,18750.690000000002,,,18770.7
1662518700000.0,18666.25,18689.57,18609.71,18611.13,2776.01253,2022-09-07 02:45:00,18748.882222222222,18794.230555555558,18848.34259259259,18869.59027777778,,,-170.13441139035126,24.5849464734181,33.62602184248315,-105.2871269707939,-104.63250736315773,-0.6546196076361781,18685.995000000003,18815.385000000002,,18750.690000000002,,,18777.15
1662519600000.0,18610.75,18669.53,18609.11,18653.39,2768.39966,2022-09-07 03:00:00,18728.913333333338,18779.920000000002,18840.84222222222,18857.226944444446,18965.780222222224,18965.780222222216,-141.2791397714396,29.773206593265805,38.97951771068833,-104.60072960888647,-104.62615181230348,0.025422203417008404,18685.995000000003,18815.385000000002,,18750.690000000002,,,18788.17
1662520500000.0,18654.25,18708.7,18608.16,18702.27,3198.6507,2022-09-07 03:15:00,18713.514444444445,18768.427222222224,18831.736666666668,18848.815833333338,18941.82511111111,18954.323256038642,-99.92386821786724,35.31621469153156,45.74724308260113,-98.97166353207649,-103.49525415625808,4.523590624181594,18685.995000000003,18815.385000000002,,18750.690000000002,,,18788.19
1662521400000.0,18702.27,18734.17,18681.22,18703.05,2683.53464,2022-09-07 03:30:00,18699.460000000003,18759.148333333334,18821.39,18840.930000000008,18918.88688888889,18943.39833186305,-61.97665949886965,35.40383353335573,43.82167432049187,-93.37132214959274,-101.47046775492501,8.099145605332268,18685.995000000003,18815.385000000002,,18750.690000000002,,,18755.0
1662522300000.0,18702.44,18749.33,18687.51,18745.85,2611.01614,2022-09-07 03:45:00,18694.735555555555,18751.460555555554,18812.452222222222,18835.018611111114,18896.04711111111,18934.80927395596,-35.934733041124794,40.191244360625696,52.833963742320435,-84.50528463170122,-98.07743113028025,13.57214649857903,18673.14,18815.385000000002,,18744.2625,,,18765.66
1662523200000.0,18745.01,18745.87,18692.0,18702.49,2263.65614,2022-09-07 04:00:00,18685.27333333333,18742.876666666663,18801.886296296296,18827.623333333337,18872.830222222223,18924.708435957877,-43.536822525312594,37.18456673316136,46.705940065277154,-80.05485313327517,-94.47291553087923,14.41806239760406,18669.65,18757.825,,18713.737500000003,,,18750.46
1662524100000.0,18703.25,18732.34,18671.22,18697.76,2468.31445,2022-09-07 04:15:00,18680.061111111114,18737.718333333334,18791.623703703703,18821.52638888889,18862.208,18914.841112655362,-49.89520200532609,36.86061926413362,40.155934195009095,-76.03306374694876,-90.78494517409314,14.751881427144383,18637.97,18755.385000000002,,18696.6775,,,18748.71
1662525000000.0,18697.76,18736.49,18678.18,18725.27,2309.47116,2022-09-07 04:30:00,18689.717777777776,18731.09055555556,18782.24111111111,18817.8825,18854.480666666666,18906.598890366,-30.126231600569252,40.12764345865929,40.13718137106347,-69.8210855810612,-86.59217325548676,16.77108767442556,18678.745000000003,18736.53,,18707.6375,,,18722.7
1662525900000.0,18724.58,18760.6,18712.26,18721.62,2557.47625,2022-09-07 04:45:00,18695.87,18729.832222222223,18773.36888888889,18815.027222222227,18845.761555555557,18898.556329915304,-4.942395607863867,39.83314462225187,46.07231541238946,-64.44963732480755,-82.16366606935091,17.714028744543356,18684.379999999997,18725.995000000003,19098.8525,18705.1875,,19182.885000000002,18758.21
1662526800000.0,18720.89,18773.26,18707.23,18754.62,2780.66461,2022-09-07 05:00:00,18711.813333333335,18730.347777777777,18766.75814814815,18814.21027777778,18838.03488888889,18892.29822861464,17.26302884092185,43.845766092803856,53.36208350943055,-56.87429025994061,-77.10579090746884,20.231500647528236,18690.71,18725.995000000003,19100.559999999998,18708.3525,,19152.645,18748.33
1662527700000.0,18754.08,18789.55,18742.04,18769.19,2402.06617,2022-09-07 05:15:00,18724.68,18726.796666666665,18761.506666666668,18811.801666666666,18830.717555555555,18886.94569693574,44.67728562011265,45.571706869017305,59.56642943618823,-49.1287700209723,-71.51038673016953,22.381616709197232,18698.855,18715.385000000002,19111.1625,18707.120000000003,,19152.645,18739.59
1662528600000.0,18769.19,18781.22,18756.55,18780.11,1613.81038,2022-09-07 05:30:00,18733.328888888886,18723.42166666667,18756.727777777778,18807.134722222218,18825.718444444443,18882.300666634186,50.908276696730944,46.889275890433275,67.08660710759679,-41.6293593491755,-65.53418125397073,23.904821904795227,18730.385000000002,18706.04,19102.4425,18718.2125,,19152.645,18709.56
1662529500000.0,18779.71,18799.68,18745.18,18759.07,2171.23469,2022-09-07 05:45:00,18739.553333333333,18719.506666666668,18752.616666666665,18800.930833333332,18820.654666666665,18876.942811563134,49.71194632857003,44.64670660857091,73.0842718074746,-36.95774860233723,-59.81889472364403,22.861146121306795,18735.45,18705.85,19089.925,18720.65,,19133.550000000003,18716.14
1662530400000.0,18759.31,18804.54,18726.48,18799.55,2408.58751,2022-09-07 06:00:00,18745.52,18720.127777777776,18749.48037037037,18795.719166666662,18817.11888888889,18873.577906712562,68.98049777688401,49.63739004771857,72.37793828740188,-29.647309998945275,-53.784577778704275,24.137267779759,18737.88,18691.97,18967.2425,18714.925000000003,,18892.114999999998,18739.0
1662531300000.0,18799.55,18800.7,18764.93,18782.41,2003.86017,2022-09-07 06:15:00,18754.4,18719.836666666662,18746.717777777776,18790.014722222222,18812.978666666666,18869.61408468158,84.03947061902707,47.677268855117106,79.83930538651116,-24.94919075128564,-48.01750037322055,23.068309621934908,18737.88,18691.97,18906.557500000003,18714.925000000003,,18850.239999999998,18779.9
1662532200000.0,18781.63,18804.22,18766.83,18798.48,1871.45983,2022-09-07 06:30:00,18765.591111111113,18722.826111111106,18747.009259259255,18785.115555555552,18810.339333333333,18866.521298391075,97.86580753366248,49.683469723891356,79.30847020401414,-19.702069508803106,-42.35441420033706,22.652344691533955,18741.36,18686.64,18879.497499999998,18714.0,,18823.125,18821.98
1662533100000.0,18798.48,18843.68,18788.37,18792.95,2786.54536,2022-09-07 06:45:00,18773.11111111111,18731.414444444443,18745.097407407404,18779.958611111113,18808.92822222222,18863.322546287116,123.32785429904906,48.98738484063717,79.06321607992972,-15.807691674846865,-37.04506969523902,21.237378020392157,18775.455,18685.995000000003,18850.8675,18730.725000000002,,18823.125,18839.34
1662534000000.0,18793.8,18808.63,18759.0,18775.16,2286.90591,2022-09-07 07:00:00,18779.06,18737.465,18746.241481481484,18774.791666666668,18807.833777777778,18859.48939210072,79.2495298755693,46.71968439712733,71.77553126369779,-13.995541614913236,-32.435164079173866,18.43962246426063,18775.455,18685.995000000003,18843.215,18730.725000000002,,18818.355,18887.55
1662534900000.0,18774.55,18784.44,18722.98,18757.28,2738.75548,2022-09-07 07:15:00,18779.355555555554,18745.584444444437,18746.683703703704,18769.9075,18807.239333333335,18855.045505487647,35.32551301773652,44.49050502914523,63.50503101463102,-13.842597361519438,-28.71665073564298,14.874053374123541,18783.33,18685.995000000003,18841.73,18734.662500000002,,18815.385000000002,18840.36
1662535800000.0,18758.13,18794.96,18742.95,18791.03,2078.22269,2022-09-07 07:30:00,18781.782222222224,18753.231111111112,18745.125185185185,18766.57555555556,18805.797777777778,18852.26222264036,63.18765222756473,49.39845201927028,70.25732962706911,-10.87271115317344,-25.147862819149072,14.275151665975631,18783.33,18685.995000000003,18836.425,18734.662500000002,,18815.385000000002,18846.13
1662536700000.0,18791.03,18823.97,18776.18,18800.43,3116.99198,2022-09-07 07:45:00,18784.039999999997,18758.684444444443,18743.62777777778,18763.555833333336,18802.51577777778,18850.00864774295,97.89722642387328,50.705729531994436,78.2765149498295,-7.672114139189944,-21.652713083157245,13.980598943967301,18783.33,18685.995000000003,18831.7525,18734.662500000002,,18815.385000000002,18914.59
1662537600000.0,18799.61,18859.98,18790.0,18806.34,3181.83487,2022-09-07 08:00:00,18789.29222222222,18764.42277777778,18742.76851851852,18761.785555555558,18798.603111111115,18848.11001088456,127.10784213041936,51.55317856233573,78.84342832047405,-4.605639394452737,-18.243298345416342,13.637658950963605,18791.48,18685.375,18831.657499999998,18738.427499999998,,18815.385000000002,18913.09
1662538500000.0,18806.34,18813.88,18768.0,18791.19,2375.55596,2022-09-07 08:15:00,18788.363333333335,18766.94166666667,18742.872962962963,18759.20111111111,18794.248,18845.635227802624,66.72020921171013,49.21732822600123,71.70640206454287,-3.3591917808334983,-15.266477032499774,11.907285251666275,18791.48,18685.375,18824.7175,18738.427499999998,,18815.385000000002,18905.71
1662539400000.0,18790.5,18802.0,18774.04,18796.02,1714.1175,2022-09-07 08:30:00,18789.875555555554,18772.13777777778,18743.182962962965,18757.507222222222,18789.98688888889,18843.47804398512,61.792518421556636,49.99522192059603,65.55518738069904,-1.959049727080128,-12.604991571415844,10.645941844335717,18791.48,18685.375,18824.7175,18738.427499999998,,18815.385000000002,18925.03
1662540300000.0,18796.02,18818.95,18794.24,18804.98,1932.6521,2022-09-07 08:45:00,18790.59777777778,18778.094444444447,18745.416666666668,18757.906388888885,18786.212,18841.80421598577,93.4338929606535,51.480031555609195,65.05916261555818,-0.12498914676325512,-10.108991086485327,9.984001939722072,18791.48,18734.07,18751.0125,18762.775,,18815.385000000002,18869.94
1662541200000.0,18804.99,18823.67,18764.04,18770.7,2644.51367,2022-09-07 09:00:00,18788.125555555554,18780.618333333332,18750.318148148148,18755.85444444444,18781.591999999997,18838.712728334212,37.75238490172501,45.8683861588826,58.203663855985454,-1.42120961350156,-8.371434791888573,6.950225178387013,18791.48,18734.07,18750.690000000002,18762.775,,18815.385000000002,18856.88
1662542100000.0,18770.7,18793.18,18768.82,18777.15,1682.27389,2022-09-07 09:15:00,18788.346666666665,18783.703333333335,18754.425555555557,18756.76777777778,18777.502666666664,18836.036087971854,9.693187357667274,47.038202586807536,59.0678712626304,-1.9060409237572458,-7.0783560182623075,5.172315094505062,18791.48,18734.07,18750.690000000002,18762.775,,18815.385000000002,18871.35
1662543000000.0,18776.96,18794.2,18768.0,18788.17,1534.27638,2022-09-07 09:30:00,18791.77888888889,18785.567222222224,18760.982592592594,18757.9575,18774.281777777775,18833.954953712207,12.92259401128374,49.063560980705454,57.949187952672965,-1.3850849312366336,-5.939701800857173,4.554616869620539,18801.465,18734.07,18750.690000000002,18767.7675,,18815.385000000002,18891.58
1662543900000.0,18787.35,18803.3,18777.66,18788.19,1482.0168,2022-09-07 09:45:00,18791.463333333333,18786.622777777775,18765.975185185187,18756.709722222222,18771.55311111111,18831.965173116023,32.314253877558365,49.06736785357369,57.25196208034603,-0.9595486415855703,-4.943671169002853,3.9841225274172825,18812.010000000002,18765.6,18750.690000000002,18788.805,,18815.385000000002,18888.02
1662544800000.0,18788.19,18804.35,18751.13,18755.0,2268.03239,2022-09-07 10:00:00,18786.415555555555,18785.227777777778,18767.92814814815,18754.32472222222,18768.12777777778,18828.61886124141,-81.41608152832417,43.28578173553001,50.66171209159853,-3.2628515640317346,-4.607507248008629,1.3446556839768942,18805.555,18765.6,18750.690000000002,18785.5775,,18815.385000000002,18941.27
1662545700000.0,18754.97,18777.68,18730.01,18765.66,2559.2136,2022-09-07 10:15:00,18781.89555555556,18785.593888888885,18770.247037037036,18752.55027777778,18765.807555555555,18825.881519448307,-143.3524245067031,45.506697081600414,42.20736710930534,-4.179879761803022,-4.521981750767507,0.34210198896448496,18776.839999999997,18765.6,18744.2625,18771.219999999998,,18815.385000000002,18916.41
1662546600000.0,18765.66,18772.6,18742.76,18750.46,1571.64214,2022-09-07 10:30:00,18777.37,18782.866666666665,18770.41777777778,18751.49722222222,18762.834888888887,18822.602322950555,-143.03745323123866,42.925470182494955,43.18777655678993,-6.0632508026537835,-4.830235561144763,-1.2330152415090208,18776.839999999997,18765.6,18713.737500000003,18771.219999999998,,18757.825,18936.96
1662547500000.0,18750.46,18765.38,18732.88,18748.71,1790.07214,2022-09-07 10:45:00,18772.11333333333,18780.994444444445,18772.12962962963,18750.41555555556,18760.42844444444,18819.38961325705,-158.37761864173015,42.62569101875164,44.55527725173483,-7.609330668819894,-5.3860545826797885,-2.223276086140105,18776.839999999997,18769.08,18696.6775,18772.96,,18755.385000000002,18913.11
1662548400000.0,18748.71,18755.62,18691.22,18722.7,2543.44695,2022-09-07 11:00:00,18762.971111111114,18776.784444444445,18773.053333333337,18749.805277777774,18758.91933333333,18815.185717028486,-219.92760812416444,38.339958980522624,37.04834402725621,-10.808802579136682,-6.470604181971167,-4.338198397165515,18757.445,18775.6,18707.6375,18766.5225,,18736.53,18989.01
1662549300000.0,18722.7,18765.0,18700.31,18758.21,2633.48812,2022-09-07 11:15:00,18761.583333333332,18774.854444444445,18774.273333333334,18753.13444444444,18757.00022222222,18812.70851194029,-125.75249605641815,46.2809851010648,36.01200011539557,-10.35962755070068,-7.248408855717069,-3.1112186949836103,18747.785,18775.6,18705.1875,18761.692499999997,19182.885000000002,18725.995000000003,18998.95
1662550200000.0,18757.37,18782.54,18707.36,18748.33,2764.10785,2022-09-07 11:30:00,18758.38111111111,18773.363888888893,18775.262592592593,18755.41444444444,18757.09044444444,18809.909446203757,-95.03299149889816,44.56140410196887,35.080044832176796,-10.677799507902819,-7.934286986154219,-2.7435125217486,18747.785,18775.6,18708.3525,18761.692499999997,19152.645,18725.995000000003,18985.78
